"","name","pweight_x","pweight_y","pop11","number_lsoa","type","imputed_easting","imputed_northing","imputed_type","imputed_error","imputed_osmnm","imputed_osmm"
"197","South Ockendon BUA",558843.022641396,181610.98093243,19460,12,"bua",558514.363202227,181408.795771892,"town",385.870271071517,NA,"South Ockendon"
"198","South Woodham Ferrers BUA",580825.137954533,197146.186937847,16453,11,"bua",581213.587803713,197159.847439671,"town",388.689972392104,NA,"South Woodham Ferrers"
"199","Southport BUA",334285.29924733,416340.67308755,88870,60,"bua",333718.655610092,417256.914497492,"town",1077.30373289719,NA,"Southport"
"200","Spalding BUA",524413.380741208,322941.688773075,32465,18,"bua",524748.231816697,322703.242419462,"town",411.074088586283,NA,"Spalding"
"201","Spennymoor BUA",425856.813615835,534074.037290259,14831,9,"bua",425802.58311542,533908.662793197,"town",174.039281352529,NA,"Spennymoor"
"202","Stanford-le-Hope BUA",569452.519672005,183390.419767509,28971,20,"bua",568272.629395951,182483.768718812,"town",1488.00443132035,NA,"Stanford-le-Hope"
"203","Stocksbridge BUA",427310.274772945,398008.951574005,13455,9,"bua",427294.928742384,398496.234507821,"town",487.524520657272,NA,"Stocksbridge"
"204","Stone (Stafford) BUA",390395.868018169,333466.189596132,16385,10,"bua",390158.183706659,333995.434499378,"town",580.167216886234,NA,"Stone"
"205","Stratford-upon-Avon BUA",419881.11107166,255136.696610755,27445,16,"bua",420168.849685993,254990.506409604,"town",322.746162008192,NA,"Stratford-upon-Avon"
"206","Street BUA",348058.297630151,136298.172848822,13041,8,"bua",346437.987226942,136520.12799427,"townhall",1635.44180249225,NA,NA
"207","Stubbington BUA",455901.815325751,101933.851120804,24937,16,"bua",456085.455819162,101100.099828757,"town",853.73593564422,NA,"Stubbington"
"208","Sudbury BUA",588020.680052425,241282.23639108,21971,15,"bua",587329.976952911,241489.807366328,"town",721.218747291245,NA,"Sudbury"
"209","Swanage BUA",402100.816219298,78967.6741847871,11092,8,"bua",403125.015652369,78776.6354847347,"town",1041.86384121027,NA,"Swanage"
"210","Tavistock BUA",248117.518386998,73855.3716399398,12280,7,"bua",248158.16990914,74402.6353400924,"town",548.77144947345,NA,"Tavistock"
"211","Tewkesbury BUA",390726.570503106,232868.002581493,20210,13,"bua",389457.136915239,232826.65654191,"town",1270.1067392134,NA,"Tewkesbury"
"212","Thame BUA",471231.765589213,205846.383565746,9851,7,"bua",470639.181995841,206002.232056673,"town",612.734907817502,NA,"Thame"
"213","Thetford BUA",587029.153470788,283338.266339889,24340,14,"bua",587032.323328625,283287.580173022,"town",50.78518987267,NA,"Thetford"
"214","Thornbury BUA",364355.80194078,190276.808513998,10772,7,"bua",363705.854504036,190017.027912789,"town",699.94116273731,NA,"Thornbury"
"215","Tiverton BUA",296057.115319598,112929.404719689,20069,11,"bua",295381.224374372,112530.015608296,"town",785.073392835722,NA,"Tiverton"
"216","Todmorden BUA",393660.857622098,424077.767399973,11643,8,"bua",393645.79471288,424149.69899032,"town",73.4918017463708,NA,"Todmorden"
"217","Tonbridge BUA",559124.854152798,147231.413946128,37951,24,"bua",558980.131740372,145759.486616368,"town",1479.02489524443,NA,"Tonbridge"
"218","Tredegar BUA",313987.287854897,209636.169510126,12114,8,"bua",314059.934368788,209022.903320795,"town",617.553993556537,NA,"Tredegar"
"219","Tring BUA",492293.744347773,211828.881438012,12099,8,"bua",492447.327496383,211446.003902244,"town",412.532411978557,NA,"Tring"
"220","Ulverston BUA",328868.65112468,477716.64777108,11678,6,"bua",328573.158642752,478352.928944516,"town",701.547958834951,NA,"Ulverston"
"221","Uttoxeter BUA",408574.451956428,333762.131349303,13089,8,"bua",409183.981324644,333407.255607013,"town",705.310458722504,NA,"Uttoxeter"
"222","Verwood BUA",409023.948909538,108429.327235104,13698,9,"bua",408873.759798931,108966.393242756,"town",557.670750103007,NA,"Verwood"
"223","Wantage BUA",439943.868906766,188923.678543866,18505,12,"bua",439938.406497025,187818.00914421,"town",1105.68289272055,NA,"Wantage"
"224","Warminster BUA",387351.874883149,144883.977623526,17490,12,"bua",387125.996413196,144241.985706741,"town",680.569397200009,NA,"Warminster"
"225","Warrington BUA",361024.536321014,388871.241912394,161698,103,"bua",360571.828029574,388288.174163023,"town",738.182089660145,NA,"Warrington"
"226","Westbury (Wiltshire) BUA",386755.325698313,151098.554908841,16340,9,"bua",387281.72788552,151340.422702808,"town",579.309323639161,NA,"Westbury"
"227","Whitby BUA",489376.809439387,510613.593479134,13213,9,"bua",489786.852301215,511112.036483051,"town",645.430535913209,NA,"Whitby"
"228","Whittlesey BUA",527158.338810635,297356.212416073,12745,9,"bua",527376.529294192,296896.482406292,"town",508.879916098627,NA,"Whittlesey"
"229","Widnes BUA",350573.555390201,386556.11883072,61464,37,"bua",351630.498273882,385560.523603991,"town",1452.0117474905,NA,"Widnes"
"230","Winsford (Cheshire West and Chester) BUA",364787.43827471,366110.39461564,30481,20,"bua",364598.38339653,366241.290052504,"town",229.946433665436,NA,"Winsford"
"231","Witham BUA",581642.946140843,214762.031776719,25353,17,"bua",582011.055357842,214771.651221544,"town",368.234883407727,NA,"Witham"
"232","Witney BUA",435427.379349233,209802.455908272,29632,19,"bua",435600.268676597,209593.284144913,"town",271.373443990104,NA,"Witney"
"233","Wombourne BUA",386865.834771956,292570.581451594,10079,7,"bua",386865.834771956,292570.581451594,"Origin",NA,NA,"Abertillery"
"234","Wootton Bassett BUA",407238.589201365,182693.974477119,11385,7,"bua",407225.04362512,182814.663998185,"town",121.447285399914,NA,"Royal Wootton Bassett"
"235","Wymondham (South Norfolk) BUA",611488.62838116,302071.631656315,12970,8,"bua",611363.176884972,302195.268648077,"town",176.136832116004,NA,"Wymondham"
"236","Yarm BUA",442070.033696602,513226.668437068,18312,12,"bua",441903.333721022,512839.601465008,"town",421.437685450962,NA,"Yarm"
"237","Yeovil BUA",355053.518708957,116652.167071863,45881,29,"bua",355708.00682703,116034.907477248,"town",899.646654994509,NA,"Yeovil"
"238","Abercarn BUASD",322032.725888338,193552.085152224,1577,1,"buasd",322032.725888338,193552.085152224,"Origin",NA,NA,"Abertillery"
"239","Aberdare BUASD",300475.950671019,202258.506227593,28642,18,"buasd",300225.50390696,202613.959711895,"town",434.822677801067,NA,"Aberdare"
"240","Abergavenny BUASD",330089.573715368,214996.938234883,13533,8,"buasd",330198.152955593,213877.080532175,"town",1125.10920613126,NA,"Abergavenny"
"241","Abergele BUASD",294491.23822852,377609.835960421,9246,6,"buasd",294689.878891561,377510.45244911,"town",222.115274877254,NA,"Abergele"
"242","Aberporth BUASD",225812.780966794,251304.930853244,1178,1,"buasd",225812.780966794,251304.930853244,"Origin",NA,NA,"Abertillery"
"243","Abersychan BUASD",326485.370859079,204298.194340362,7064,5,"buasd",326485.370859079,204298.194340362,"Origin",NA,NA,"Abertillery"
"244","Abertysswg BUASD",313124.117630784,205650.568867801,1462,1,"buasd",313124.117630784,205650.568867801,"Origin",NA,NA,"Abertillery"
"245","Aberystwyth BUASD",259093.098192164,281330.783928519,13890,8,"buasd",258515.062697301,281629.396966822,"town",650.611081957869,NA,"Aberystwyth"
"246","Abingdon BUASD",449534.181653214,197991.54680158,38436,25,"buasd",450027.527464883,197214.584845041,"town",920.358610434508,NA,"Abingdon"
"247","Accrington BUASD",376087.313356118,428469.935527744,32498,20,"buasd",375994.699981074,428701.135925228,"town",249.059954697399,NA,"Accrington"
"248","Ackworth Moor Top BUASD",443589.026705688,416414.116341443,5419,3,"buasd",443589.026705688,416414.116341443,"Origin",NA,NA,"Abertillery"
"249","Addlestone BUASD",504918.512887867,164400.846780425,15399,9,"buasd",505235.757447316,164641.457668819,"town",398.167942096976,NA,"Addlestone"
"250","Adlington BUASD",360195.85072025,413648.904700099,9461,5,"buasd",360195.85072025,413648.904700099,"Origin",NA,NA,"Abertillery"
"251","Adwick le Street BUASD",453606.632530118,409034.658622597,19222,13,"buasd",453606.632530118,409034.658622597,"Origin",NA,NA,"Abertillery"
"252","Ainsworth BUASD",376284.607526707,410089.199600731,1404,1,"buasd",376284.607526707,410089.199600731,"Origin",NA,NA,"Abertillery"
"253","Aldershot BUASD",486879.327634519,150000.030660463,56896,36,"buasd",486430.181789701,150753.931205075,"town",877.552289657573,NA,"Aldershot"
"254","Aldridge BUASD",403863.35032076,301861.903288847,36187,24,"buasd",405703.513811294,300696.267930802,"town",2178.28084961896,NA,"Aldridge"
"255","Alfreton BUASD",441715.162171285,354108.360854651,22056,15,"buasd",440941.938283391,355734.864470568,"town",1800.94119654117,NA,"Alfreton"
"256","Alsager BUASD",379392.235479887,355516.276719458,11775,7,"buasd",379698.226371719,355471.95226035,"town",309.184546120034,NA,"Alsager"
"257","Alsagers Bank BUASD",380082.19292064,348991.361509751,2510,1,"buasd",380082.19292064,348991.361509751,"Origin",NA,NA,"Abertillery"
"258","Altrincham BUASD",377384.524187288,388557.106485884,52378,31,"buasd",376647.662187446,387515.788967156,"town",1275.6597436705,NA,"Altrincham"
"259","Amersham BUASD",497500.532092684,198155.017044748,22346,14,"buasd",496367.111231011,198463.778428369,"town",1174.72398532217,NA,"Amersham"
"260","Ammanford BUASD",263178.203230905,212185.94891031,7586,5,"buasd",262938.8566091,212313.40781996,"town",271.168912337589,NA,"Rhydaman"
"261","Andover BUASD",436010.128118981,145992.876919395,39792,25,"buasd",436467.470989152,145530.84593696,"town",650.103937556317,NA,"Andover"
"262","Anna Valley BUASD",434631.052405257,143867.877283636,1531,1,"buasd",434631.052405257,143867.877283636,"Origin",NA,NA,"Abertillery"
"263","Arborfield Garrison BUASD",476407.928099389,165935.155743475,4249,2,"buasd",476407.928099389,165935.155743475,"Origin",NA,NA,"Abertillery"
"264","Armthorpe BUASD",462648.529720313,404777.889885404,14796,10,"buasd",462648.529720313,404777.889885404,"Origin",NA,NA,"Abertillery"
"265","Arnold BUASD",458911.376798169,345177.300551345,35911,25,"buasd",458775.667139022,345684.70451015,"town",525.238887551674,NA,"Arnold"
"266","Ashford (Ashford) BUASD",600854.869907878,142349.46116213,67546,43,"buasd",600985.336828312,142732.54666207,"town",404.692621123597,NA,"Ashford"
"267","Ashford (Spelthorne) BUASD",507391.596632498,171235.35171586,27214,18,"buasd",507011.2285546,171568.675260583,"town",505.751381758865,NA,"Ashford"
"268","Ashtead BUASD",518254.888544193,158293.326130674,14169,10,"buasd",518254.888544193,158293.326130674,"Origin",NA,NA,"Abertillery"
"269","Ashton-in-Makerfield BUASD",357412.667489003,399805.884109211,28022,18,"buasd",357510.939737223,398913.72186806,"town",897.558298555558,NA,"Ashton-in-Makerfield"
"270","Ashton-under-Lyne BUASD",394003.541163327,399828.983482335,45556,28,"buasd",392659.808724445,398758.975554829,"town",1717.71180127189,NA,"Ashton-under-Lyne"
"271","Ashurst BUASD",433161.565594429,111262.706124412,2689,2,"buasd",433161.565594429,111262.706124412,"Origin",NA,NA,"Abertillery"
"272","Aslockton BUASD",473860.88639541,339765.620392645,2768,1,"buasd",473860.88639541,339765.620392645,"Origin",NA,NA,"Abertillery"
"273","Atherstone BUASD",431177.835113168,297667.192525666,11003,7,"buasd",431039.265404706,297812.038679408,"town",200.45441466077,NA,"Atherstone"
"274","Atherton BUASD",366385.480346339,401534.177061843,70719,44,"buasd",365789.545848443,400051.572519201,"town",1597.89053306053,NA,"Leigh"
"275","Audley BUASD",379685.115414592,350703.391713368,2883,2,"buasd",379685.115414592,350703.391713368,"Origin",NA,NA,"Abertillery"
"276","Awsworth BUASD",448024.85022634,344004.787664294,2204,1,"buasd",448024.85022634,344004.787664294,"Origin",NA,NA,"Abertillery"
"277","Aylesbury BUASD",482038.353345343,213528.458712241,71977,48,"buasd",481916.763824103,213722.801048397,"town",229.244313556539,NA,"Aylesbury"
"278","Backwell BUASD",348368.572321256,168526.936010953,4460,3,"buasd",348673.859239943,168621.536859921,"townhall",319.608234166313,NA,NA
"279","Bacup BUASD",386612.590510509,422417.951730174,13323,9,"buasd",386824.882918435,422914.413008562,"town",539.946170837486,NA,"Bacup"
"280","Badsey BUASD",407040.963150086,243333.946360145,2748,2,"buasd",407040.963150086,243333.946360145,"Origin",NA,NA,"Abertillery"
"281","Badshot Lea BUASD",486396.048004687,148569.910516066,1582,1,"buasd",486396.048004687,148569.910516066,"Origin",NA,NA,"Abertillery"
"282","Baildon BUASD",415373.344114856,439265.141276449,14232,9,"buasd",415373.344114856,439265.141276449,"Origin",NA,NA,"Abertillery"
"283","Balderton BUASD",482501.140106923,350683.129583951,2190,1,"buasd",482501.140106923,350683.129583951,"Origin",NA,NA,"Abertillery"
"284","Baldock BUASD",524744.509487787,233584.34009527,10280,7,"buasd",524506.508179034,233832.255906535,"town",343.666804395422,NA,"Baldock"
"285","Bamber Bridge BUASD",355664.706037774,425872.246412589,62297,42,"buasd",351947.643393071,428406.86123273,"town",4498.98066134136,NA,"Penwortham"
"286","Banbury BUASD",445051.672784347,240729.979367633,46853,31,"buasd",445327.35986722,240405.376812175,"town",425.875787845499,NA,"Banbury"
"287","Bangor BUASD",257554.837995443,371704.347450452,17575,10,"buasd",258118.625836207,372186.920671621,"city",742.114306008791,NA,"Bangor"
"288","Banstead BUASD",525346.044824828,159429.330126238,13740,9,"buasd",525611.481713689,159850.586939167,"town",497.909674948771,NA,"Banstead"
"289","Bardsey BUASD",436532.804125922,443189.980842886,1843,1,"buasd",436562.33124062,443256.787184065,"townhall",73.0406580205896,NA,NA
"290","Bargod BUASD",315111.468531075,199587.000900239,11900,7,"buasd",315142.788290053,199867.574833185,"town",282.316593828936,NA,"Bargoed"
"291","Barking and Dagenham BUASD",547600.052923229,185288.937120024,184339,109,"buasd",544378.443249116,184283.364992349,"town",3374.89913868502,NA,"Barking"
"292","Barlby BUASD",463335.362132464,434279.646483582,2884,2,"buasd",463335.362132464,434279.646483582,"Origin",NA,NA,"Abertillery"
"293","Barnby Dun BUASD",462085.925982063,409172.245617786,2579,2,"buasd",462085.925982063,409172.245617786,"Origin",NA,NA,"Abertillery"
"294","Barnet BUASD",524437.989497747,191536.877000386,360018,213,"buasd",527143.799018445,189396.268677084,"town",3450.16074351471,NA,"East Finchley"
"295","Barnsley BUASD",434490.232593201,407603.046746099,91347,57,"buasd",434364.525699587,406362.370118978,"town",1247.02875515614,NA,"Barnsley"
"296","Barnt Green BUASD",399939.875934532,273897.671156636,4502,3,"buasd",399939.875934532,273897.671156636,"Origin",NA,NA,"Abertillery"
"297","Barrow Hill BUASD",441611.944181311,375520.047055478,1465,1,"buasd",441611.944181311,375520.047055478,"Origin",NA,NA,"Abertillery"
"298","Barrow upon Soar BUASD",457901.129388928,317518.876839446,6534,4,"buasd",457518.325971094,317414.357214228,"townhall",396.815837336825,NA,"Barrow upon Soar Parish Council"
"299","Barrowford BUASD",385905.970967376,439754.218625525,5382,3,"buasd",385905.970967376,439754.218625525,"Origin",NA,NA,"Abertillery"
"300","Bartley BUASD",430514.772346992,113206.213194025,1528,1,"buasd",430514.772346992,113206.213194025,"Origin",NA,NA,"Abertillery"
"301","Basildon BUASD",570818.656126281,188813.930897548,106079,66,"buasd",571653.296714623,189192.175122781,"town",916.347971913889,NA,"Basildon"
"302","Basingstoke BUASD",462869.148165282,151950.195314185,106204,68,"buasd",463856.029098973,151915.025677171,"town",987.507407896056,NA,"Basingstoke"
"303","Batley BUASD",424564.388551989,425645.545830484,79001,49,"buasd",424094.567796842,424522.382950219,"town",1217.46720595285,NA,"Batley"
"304","Bawtry BUASD",465180.377896808,393584.599401451,4109,2,"buasd",465160.82828514,393156.771292601,"town",428.274535828302,NA,"Bawtry"
"305","Bearpark BUASD",423550.664259553,543339.788370867,1600,1,"buasd",423550.664259553,543339.788370867,"Origin",NA,NA,"Abertillery"
"306","Bebington BUASD",333797.089032399,382945.882374189,56286,36,"buasd",335004.94895539,382274.190673884,"town",1382.06198624623,NA,"Bromborough"
"307","Beddau BUASD",306190.611464694,184771.253309331,7703,6,"buasd",306190.611464694,184771.253309331,"Origin",NA,NA,"Abertillery"
"308","Bedford BUASD",505727.248391234,250235.030725778,88279,58,"buasd",504983.575106102,249782.862964136,"town",870.347999185824,NA,"Bedford"
"309","Bedmond BUASD",509736.797919701,203742.309222939,1510,1,"buasd",509736.797919701,203742.309222939,"Origin",NA,NA,"Abertillery"
"310","Bedworth BUASD",435230.147795966,286776.017333225,30052,20,"buasd",436342.810928134,286951.151868267,"town",1126.36199822722,NA,"Bedworth"
"311","Beeston (Broxtowe) BUASD",451680.322361628,336390.909836079,53720,35,"buasd",452790.419453793,336766.18709524,"town",1171.8142238757,NA,"Beeston"
"312","Beeston Regis BUASD",616913.623021984,342400.102275483,1062,1,"buasd",616913.623021984,342400.102275483,"Origin",NA,NA,"Abertillery"
"313","Bembridge BUASD",464836.046092731,87855.7121395245,3688,2,"buasd",464836.046092731,87855.7121395245,"Origin",NA,NA,"Abertillery"
"314","Bentley BUASD",456012.441305056,405519.606694929,26343,17,"buasd",456012.441305056,405519.606694929,"Origin",NA,NA,"Abertillery"
